rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
3794,1724719,K04212.01,Kepler-1569 b,CONFIRMED,CANDIDATE,0.956,5.79179934,3.474,118.5,1.69,1222,6174,4.244,1.318
3795,8120608,K00571.05,Kepler-186 f,CONFIRMED,CANDIDATE,0.677,129.945392,5.786,500.1,1.18,177,3751,4.8,0.443
3796,11968463,K02433.04,,CANDIDATE,CANDIDATE,0.638,27.9040511,5.346,300.2,2.19,677,6325,4.409,1.112
3797,5026326,K04280.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.39772545,4.129,181.3,1.58,1763,6006,4.38,1.114
3798,5471574,K02505.02,,FALSE POSITIVE,FALSE POSITIVE,,12.4246697,44.07,424,168.91,1099,6550,4.094,1.59
3799,5512580,K04281.01,,FALSE POSITIVE,FALSE POSITIVE,,383.00806,9.71,632.1,2.2,235,5750,4.538,0.882
3800,11670599,K04282.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.847588864,2.246,67.1,0.91,2144,6335,4.427,1.072
3801,6359820,K04283.01,,FALSE POSITIVE,FALSE POSITIVE,,331.81534,10.56,370.3,1.84,267,6029,4.494,0.956
3802,11872139,K04350.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.75649346,3.429,27.5,1.62,2745,6619,3.718,3.05
3803,5436161,K04351.01,,CANDIDATE,CANDIDATE,,0.644322147,0.893,1076.6,24.39,1592,5136,4.648,0.612
3804,2708221,K04352.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8912501,7.648,731,23.5,1159,4883,4.523,0.794
3805,4571844,K04353.01,,CANDIDATE,CANDIDATE,1,17.8075656,1.643,1511,3.92,742,6194,4.45,0.981
3806,5040223,K04354.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.996023763,5.412,98.3,18.36,1991,6110,4.387,1.077
3807,4571004,K04355.01,,FALSE POSITIVE,FALSE POSITIVE,,36.616669,8.62,237.4,1.68,548,5780,4.438,1
3808,2859893,K04418.01,,CANDIDATE,CANDIDATE,,333.03842,5.948,1260,3.19,247,5743,4.534,0.903
3809,6026737,K02949.02,,CANDIDATE,CANDIDATE,0.757,3.75030469,3.246,35.5,0.87,1374,5866,4.191,1.339
3810,7582691,K04419.01,,CANDIDATE,CANDIDATE,1,0.259819659,0.6513,231.5,1.22,1559,3939,4.736,0.526
3811,7031942,K04420.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.566795467,4.712,38.2,0.67,2254,5642,4.337,1.056
3812,9836563,K04421.01,,CANDIDATE,CANDIDATE,0.978,4.72693131,4.036,26.2,0.61,1203,5950,4.323,1.196
3813,1724719,K04212.02,,CANDIDATE,CANDIDATE,1,10.0989634,6.428,57,1.03,1016,6174,4.244,1.318
3814,5632701,K04213.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.67515329,7.083,56,0.71,1150,5968,4.534,0.881
3815,10549924,K04214.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,0.715825886,1.212,40.6,0.58,1920,5640,4.486,0.909
3816,9366617,K04215.01,Kepler-1570 b,CONFIRMED,CANDIDATE,0.868,26.5487294,7.968,142,2.54,836,5456,3.802,2.154
3817,6187341,K04216.01,,CANDIDATE,CANDIDATE,1,0.492291661,0.894,1107.6,3.42,1788,4971,4.566,0.718
3818,3353454,K07654.01,,FALSE POSITIVE,FALSE POSITIVE,0.01,1.6911935,9.479,2801,6.36,1528,5780,4.438,1
3819,10156055,K04284.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.42803503,3.045,73.8,0.85,1516,6609,4.484,0.974
3820,8418018,K04285.01,,FALSE POSITIVE,FALSE POSITIVE,,372.94844,13.879,253.5,1.34,233,5763,4.559,0.827
3821,5024177,K04286.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.787120016,3.1648,265.5,23.81,1972,6112,4.481,0.787
3822,11081504,K04287.01,,CANDIDATE,CANDIDATE,1,13.12297275,2.234,43.7,1.29,1030,6134,4.065,1.665
3823,4548011,K04288.01,Kepler-1581 b,CONFIRMED,CANDIDATE,0.999,6.28384079,4.291,35.7,0.73,1108,5888,4.275,1.227
3824,4571004,K04355.02,,FALSE POSITIVE,FALSE POSITIVE,,21.131609,13.66,73.5,0.94,659,5780,4.438,1
3825,4571004,K04355.03,,FALSE POSITIVE,FALSE POSITIVE,,81.675841,11.53,143.4,1.31,420,5780,4.438,1
3826,4571004,K04355.04,,FALSE POSITIVE,FALSE POSITIVE,,28.5463574,9.29,153.3,1.35,596,5780,4.438,1
3827,12016267,K02590.02,,CANDIDATE,CANDIDATE,0.536,22.7909233,9.565,53.6,1.38,862,6311,4.116,1.642
3828,4571004,K04355.05,,FALSE POSITIVE,FALSE POSITIVE,,72.563291,3.088,332.3,1.99,436,5780,4.438,1
3829,8459663,K04356.01,Kepler-1593 b,CONFIRMED,CANDIDATE,0.976,174.510276,6.689,1530,1.74,186,4367,4.822,0.452
3830,3550372,K04357.01,,CANDIDATE,CANDIDATE,1,0.681180633,0.8844,156.4,2.97,2782,4939,3.635,2.377
3831,10155321,K04422.01,,FALSE POSITIVE,FALSE POSITIVE,,15.705388,4.871,283.7,3.3,1181,7454,4.107,1.853
3832,3866536,K04423.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.65270746,79.8969,641.1,3.21,989,6328,4.481,0.963
3833,7046035,K04424.01,Kepler-1603 b,CONFIRMED,CANDIDATE,0.985,2.27164952,4.054,82.4,0.97,1522,6274,4.434,1.062
3834,4679314,K04425.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.84835742,10.18,84.2,0.77,1051,5709,4.57,0.798
3835,8240790,K04426.01,,CANDIDATE,CANDIDATE,,369.13236,10.34,215.9,2.14,328,6282,4.151,1.449
3836,5702637,K04217.01,,FALSE POSITIVE,FALSE POSITIVE,,1.0388961,4.755,600.8,114.1,2494,7043,4.264,1.45
3837,8309169,K04218.01,,FALSE POSITIVE,FALSE POSITIVE,,293.76887,4.68,462,1.97,271,6074,4.522,0.847
3838,4678919,K04219.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.87885327,3.302,120.9,0.97,1406,5851,4.534,0.863
3839,5563080,K04220.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.785473311,1.3911,339.6,1.61,1769,5356,4.466,0.871
3840,6364067,K04221.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.2438982,7.881,162.2,1.24,1026,5804,4.473,0.927
3841,4548011,K04288.02,,CANDIDATE,CANDIDATE,0.954,9.08745206,3.786,35.1,0.73,980,5888,4.275,1.227
3842,5983532,K04289.01,,FALSE POSITIVE,FALSE POSITIVE,,441.877824,6.647,1300,39.55,158,4437,4.629,0.635
3843,3439126,K07655.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.9761504,6.079,259.5,1.02,811,4236,4.612,0.664
3844,8463346,K02529.02,Kepler-436 b,CONFIRMED,CANDIDATE,0.997,64.0019669,4.724,1112.5,2.48,322,4652,4.617,0.697
3845,5868793,K04290.01,Kepler-1582 b,CONFIRMED,CANDIDATE,0.914,4.83809469,1.096,1544,0.79,354,3187,5.091,0.2
3846,8483021,K04291.01,,FALSE POSITIVE,FALSE POSITIVE,,361.91436,8.68,228.2,1.84,297,6247,4.309,1.147
3847,10063208,K04292.01,Kepler-1583 b,CONFIRMED,CANDIDATE,0.995,9.3281912,3.991,45.2,0.59,788,5525,4.514,0.888
3848,7191646,K04358.01,,CANDIDATE,CANDIDATE,0.948,106.957467,7.006,539.6,2.4,394,6075,4.486,0.969
3849,1575873,K04359.01,,CANDIDATE,CANDIDATE,1,0.629001455,1.263,14.7,0.81,3375,6739,3.948,2.059
3850,10669994,K04360.01,Kepler-1594 b,CONFIRMED,CANDIDATE,0.995,2.71603664,1.744,98.5,1.05,1360,6011,4.452,1.041
3851,7801070,K04361.01,,CANDIDATE,CANDIDATE,0.974,75.8781344,1.383,1054,3.39,417,5579,4.413,0.972
3852,11449918,K04362.01,,FALSE POSITIVE,FALSE POSITIVE,,374.59003,15.19,267.9,1.34,227,5497,4.508,0.827
3853,4172805,K04427.01,,CANDIDATE,CANDIDATE,0.969,147.661729,6.207,1087.8,1.59,176,3788,4.774,0.49
3854,5126182,K04428.01,,CANDIDATE,CANDIDATE,0.912,13.00291716,3.058,225.3,1.28,710,5796,4.575,0.8
3855,3750350,K07665.01,,FALSE POSITIVE,FALSE POSITIVE,0,319.30633,6.74,155.2,1.26,279,6095,4.459,1.014
3856,8949925,K02972.02,,FALSE POSITIVE,FALSE POSITIVE,0.383,42.0292298,8.499,373.7,2.33,578,5850,4.297,1.217
3857,4584865,K04429.01,,FALSE POSITIVE,FALSE POSITIVE,,1.75254087,4.098,42.5,1.41,2423,6660,3.894,2.074
3858,9642018,K04430.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.505111993,0.4053,212.8,1.58,1886,5262,4.59,0.783
3859,9183378,K04222.01,Kepler-1571 b,CONFIRMED,CANDIDATE,0.996,3.38557445,1.879,121.9,1.63,1476,5718,4.069,1.48
3860,11188254,K04223.01,,FALSE POSITIVE,FALSE POSITIVE,,2.754024,4.15,172.2,1.68,1553,6419,4.321,1.188
3861,1724513,K04224.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.975208831,1.513,76.3,1.59,2064,6401,4.029,1.744
3862,9535876,K04225.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.960843605,3.22,141.7,19.15,1904,5708,4.378,1.129
3863,5817533,K04293.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.206109,5.16,120,0.91,999,5480,4.522,0.802
3864,7596240,K04295.01,Kepler-1584 b,CONFIRMED,CANDIDATE,1,13.3997555,3.534,167.3,1.51,886,6401,4.389,1.15
3865,7661893,K04296.01,,CANDIDATE,CANDIDATE,0.992,2.49385348,1.414,46.9,0.59,1251,5615,4.477,0.85
3866,12107008,K04297.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.93725628,3.639,115.6,0.86,891,5428,4.494,0.799
3867,9776794,K04363.01,,CANDIDATE,CANDIDATE,0.999,18.22211768,2.044,2318,7.45,620,5162,4.411,0.958
3868,7427764,K04364.01,Kepler-1595 b,CONFIRMED,CANDIDATE,1,4.56383697,2.271,201.8,1.22,980,5408,4.496,0.861
3869,7673192,K02722.05,,CANDIDATE,CANDIDATE,0.887,16.5340022,4.063,89.2,1.17,819,6052,4.285,1.202
3870,4754831,K04365.01,,FALSE POSITIVE,FALSE POSITIVE,,55.119831,4.703,114.5,1.68,622,6297,4.155,1.506
3871,4754831,K04365.02,,FALSE POSITIVE,FALSE POSITIVE,,25.6416117,5.5,126.4,1.76,803,6297,4.155,1.506
3872,9899630,K04439.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33258455,5.77,152.7,15.89,1680,6039,4.493,0.951
3873,4367528,K04440.01,,FALSE POSITIVE,FALSE POSITIVE,,350.81029,11.29,538.3,2.86,282,5841,4.321,1.226
3874,8416523,K04441.01,Kepler-1604 b,CONFIRMED,CANDIDATE,0.996,0.341842017,1.1554,285.6,1.72,2023,5016,4.601,0.747
3875,11124436,K04442.01,,CANDIDATE,CANDIDATE,0.97,13.9482197,7.686,119.4,2.53,1063,5529,3.808,2.346
3876,5780855,K04443.01,,CANDIDATE,CANDIDATE,0.988,5.67577999,3.554,51.2,1.22,1357,6681,4.233,1.438
3877,3751231,K07666.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0.570953851,0.998,76.1,1.01,2464,6238,4.396,1.145
3878,9491832,K04226.01,,CANDIDATE,CANDIDATE,0.998,49.564693,8.54,113.5,1.63,588,5907,4.212,1.442
3879,7816665,K04227.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.29258258,3.069,369.6,1.87,1161,6137,4.487,0.963
3880,9535881,K04228.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.960842633,2.6441,2022.9,67.53,2808,7381,4.186,1.597
3881,11616596,K04229.01,,FALSE POSITIVE,FALSE POSITIVE,0,14.5893928,15.54,,,,,,
3882,9872831,K04230.01,Kepler-1572 b,CONFIRMED,CANDIDATE,0.877,5.49548533,2.461,85.8,1.3,1293,6157,4.159,1.392
3883,2852941,K04298.01,,CANDIDATE,CANDIDATE,0.854,2.89494709,3.254,45.8,1.16,1919,7087,4.137,1.684
3884,8508126,K04299.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.980505042,1.4068,426.6,26.35,1904,5794,4.372,1.059
3885,12306058,K02541.02,Kepler-391 c,CONFIRMED,CANDIDATE,0.995,20.4853893,10.229,89.5,3.6,1015,4938,3.45,3.324
3886,8507475,K04300.01,Kepler-1585 b,CONFIRMED,CANDIDATE,1,3.58273837,1.523,360.5,1.64,1064,5448,4.517,0.872
3887,8773015,K04301.01,Kepler-1586 b,CONFIRMED,CANDIDATE,0.999,15.604841,4.543,73.4,1.57,1013,6254,4.019,1.706
3888,4754831,K04365.03,,FALSE POSITIVE,FALSE POSITIVE,,75.681309,11.62,107.7,1.64,560,6297,4.155,1.506
3889,3531231,K07657.01,,FALSE POSITIVE,FALSE POSITIVE,0,62.060783,28.203,472.9,2.11,400,5526,4.578,0.784
3890,4773392,K04367.01,,CANDIDATE,CANDIDATE,0.971,170.995748,3.88,477.1,4.9,463,6127,3.991,1.983
3891,5471489,K04368.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4252735,20.756,84.7,2.37,1299,6156,3.703,2.557
3892,5471489,K04368.02,,CANDIDATE,CANDIDATE,,39.2820405,3.344,157.5,58.67,823,6143,3.81,2.136
3893,9011874,K04369.01,,FALSE POSITIVE,FALSE POSITIVE,,361.5456125,25.28,,,,,,
3894,9936080,K04431.01,,CANDIDATE,CANDIDATE,0.998,19.5650801,4.242,61.7,0.97,791,6180,4.294,1.235
3895,9936080,K04431.02,,FALSE POSITIVE,FALSE POSITIVE,,355.79978,5.972,172.3,1.87,324,6350,4.225,1.394
3896,8611344,K04432.01,,FALSE POSITIVE,FALSE POSITIVE,,410.99389,12.01,550,2.09,220,5471,4.533,0.898
3897,9518651,K04433.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.17823752,2.259,44,0.64,1473,6052,4.422,0.969
3898,2305311,K04434.01,,FALSE POSITIVE,FALSE POSITIVE,,1.404674486,5.056,155.5,0.86,1126,4716,4.65,0.609
3899,6383595,K04231.01,,FALSE POSITIVE,FALSE POSITIVE,,24.9097436,3.856,150.2,2.24,912,6596,4.037,1.757
3900,11080405,K02442.02,Kepler-386 b,CONFIRMED,CANDIDATE,1,12.3101351,3.797,263.7,1.51,651,5009,4.491,0.84
3901,11509504,K04232.01,Kepler-1573 b,CONFIRMED,CANDIDATE,0.998,2.61576515,2.777,120.4,1.06,1379,6088,4.446,0.958
3902,6599949,K04233.01,,FALSE POSITIVE,FALSE POSITIVE,,409.2452,13.06,531.2,2.1,244,5910,4.466,0.911
3903,11611275,K04234.01,Kepler-1574 b,CONFIRMED,CANDIDATE,0.999,6.94245216,3.491,160.8,1.34,1003,6108,4.466,1.03
3904,6290935,K04302.01,,CANDIDATE,CANDIDATE,0.99,5.53312006,3.486,53.1,1.05,1303,6170,4.15,1.425
3905,12734396,K04303.01,,FALSE POSITIVE,FALSE POSITIVE,0,200.721168,9.91,822.5,3.32,327,5566,4.275,1.17
3906,11612280,K04304.01,Kepler-1587 b,CONFIRMED,CANDIDATE,0.966,9.4061364,4.882,79.5,1.14,981,5855,4.24,1.268
3907,5536715,K04305.01,,FALSE POSITIVE,FALSE POSITIVE,,0.935086665,1.12,71.2,1.18,2431,6762,4.282,1.348
3908,8149484,K04306.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.489457454,3.028,56.3,1.58,2415,6316,3.908,2.087
3909,12407623,K04370.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.181165291,1.013,370.4,1.52,1398,5203,4.582,0.747
3910,11444514,K04371.01,Kepler-1596 b,CONFIRMED,CANDIDATE,0.997,66.373298,8.559,415,1.99,471,6143,4.47,0.976
3911,9886361,K02732.02,Kepler-403 d,CONFIRMED,CANDIDATE,0.948,13.61165024,7.617,95.5,1.46,958,6170,4.192,1.499
3912,9349757,K03348.02,,CANDIDATE,CANDIDATE,0.997,17.7189786,4.102,176.8,1.44,713,5566,4.329,1.099
3913,9702006,K04372.01,,CANDIDATE,CANDIDATE,0.977,6.24564633,2.459,212,1.06,731,4858,4.622,0.707
3914,6778008,K04373.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.945829261,1.715,98.2,0.86,1790,5959,4.546,0.859
3915,8308260,K04436.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.973160836,0.864,138.3,1.22,1932,6108,4.466,1.03
3916,8492101,K04437.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.05943749,3.245,105.4,2.11,1295,5051,3.978,1.655
3917,6103377,K03004.02,,CANDIDATE,CANDIDATE,0.981,7.03965141,3.141,268.7,2.72,1171,5902,4.128,1.513
3918,3660581,K07662.01,,CANDIDATE,CANDIDATE,0.984,4.72519164,3.751,98.8,3.98,2250,6655,3.49,3.831
3919,6343576,K04438.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.39903778,3.15,186.6,6.54,1780,5178,3.286,4.856
3920,10794974,K04235.01,,CANDIDATE,CANDIDATE,0.997,66.6434565,2.385,277.3,2.99,476,5751,4.339,1.164
3921,2449101,K04236.01,,FALSE POSITIVE,FALSE POSITIVE,,0.739761008,7.589,292.1,9.67,839,3417,4.9,0.35
3922,7259249,K04237.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.950735805,1.1434,175.1,1.39,1908,6039,4.478,1.005
3923,8678691,K04238.01,,FALSE POSITIVE,FALSE POSITIVE,,369.819993,20.232,1599,4.25,201,4806,4.495,0.839
3924,9640924,K04239.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.17815935,1.839,116.3,1.22,1561,6258,4.413,1.098
3925,3558849,K04307.01,,CANDIDATE,CANDIDATE,0.298,160.850075,9.427,428.1,3.41,413,5999,4.168,1.507
3926,11151677,K04308.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.720460644,1.7846,2111.5,37.33,2240,6304,4.435,1.058
3927,11037128,K04309.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.7948721,1.713,305.1,16.1,1083,5883,4.58,0.793
3928,6587002,K00612.03,,CANDIDATE,CANDIDATE,0.995,122.0804953,4.054,799.9,2.92,297,5132,4.571,0.77
3929,5175024,K02563.02,,CANDIDATE,CANDIDATE,0.98,6.2614227,4.779,51.4,0.81,1146,6384,4.361,1.121
3930,9100953,K04500.03,,CANDIDATE,CANDIDATE,0.978,14.7510068,2.25,381.1,1.7,629,5295,4.548,0.8
3931,10991114,K04374.01,,CANDIDATE,CANDIDATE,1,3.70386741,1.41,125.7,0.86,1012,5496,4.592,0.776
3932,11969092,K04375.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.638437699,0.3028,286.8,2.48,1709,5073,4.571,0.824
3933,2570773,K04376.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8912851,6.182,1223.4,19.96,1061,4700,4.605,0.707
3934,4945764,K04377.01,,CANDIDATE,CANDIDATE,0.926,19.8751355,8.041,109,2.49,1061,6918,4.021,2.004
3935,6356885,K04378.01,,FALSE POSITIVE,FALSE POSITIVE,,343.42046,11.11,482.7,2.15,270,6115,4.469,0.967
3936,3542542,K07658.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.47148164,4.679,122.7,0.85,970,5297,4.626,0.716
3937,11718389,K04444.01,,CANDIDATE,CANDIDATE,1,5.94373492,1.847,301,1.14,674,4391,4.598,0.682
3938,11124703,K04445.01,,FALSE POSITIVE,FALSE POSITIVE,,244.60373,10.87,769.8,2.1,235,5166,4.593,0.771
3939,10329196,K04446.01,Kepler-1605 b,CONFIRMED,CANDIDATE,0.895,85.7567919,5.695,159.1,2.99,528,5037,3.783,2.213
3940,10604592,K04447.01,,CANDIDATE,CANDIDATE,1,2.18660188,1.585,122.3,0.98,1099,4904,4.535,0.772
3941,9834731,K03043.02,,CANDIDATE,CANDIDATE,,7.2929891,4.053,72.5,0.73,904,5959,4.549,0.856
3942,9593773,K04240.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.1339356,4.477,203.7,1.58,1315,6137,4.46,1.018
3943,9285568,K04241.01,Kepler-1575 b,CONFIRMED,CANDIDATE,0.992,2.55315031,1.849,185.3,1.25,1312,5970,4.521,0.908
3944,7604328,K02458.02,Kepler-1245 c,CONFIRMED,CANDIDATE,1,2.936587946,1.8952,279.6,1.77,1190,5455,4.421,0.909
3945,9514372,K04242.01,,CANDIDATE,CANDIDATE,0.996,145.786556,4.891,378,1.82,331,5578,4.44,0.95
3946,9777757,K04243.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33254212,3.848,37.4,1.45,2694,6613,3.87,2.237
3947,7103919,K04310.01,,CANDIDATE,CANDIDATE,0.986,10.7769944,2.616,185.6,1.15,752,5455,4.457,0.852
3948,3762750,K07668.01,,CANDIDATE,CANDIDATE,0.77,2.5093344,1.833,184.3,1.47,1483,6278,4.425,1.081
3949,8645191,K04311.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.918921494,0.9425,321,1.49,1697,5655,4.561,0.833
3950,10722485,K04312.01,Kepler-1588 b,CONFIRMED,CANDIDATE,0.99,7.84931877,3.747,68.2,0.81,925,5678,4.365,0.99
3951,9717958,K04313.01,,FALSE POSITIVE,FALSE POSITIVE,,67.7125988,1.538,542.4,82.63,460,6309,4.517,0.847
3952,8128067,K04314.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4285576,13.98,620.1,2.22,669,5492,4.604,0.752
3953,7703910,K04379.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.275511306,1.889,69.3,0.84,1739,5921,4.418,1.015
3954,9851360,K04381.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.4805019,8.345,164.9,1.26,781,5555,4.554,0.737
3955,9886361,K02732.04,,CANDIDATE,CANDIDATE,0.848,24.5607107,8.679,55.2,1.13,787,6170,4.192,1.499
3956,6937529,K04382.01,Kepler-1597 b,CONFIRMED,CANDIDATE,1,2.94648935,3.155,57,0.89,1497,6481,4.378,1.171
3957,9490653,K04173.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.227986164,1.551,150.5,1.17,1673,5746,4.435,0.931
3958,3328027,K04174.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.11548883,4.008,169.5,1.29,1426,5952,4.489,0.971
3959,9640931,K04175.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.17815196,2.445,245,1.09,1139,5357,4.634,0.7
3960,5125196,K04176.01,,FALSE POSITIVE,FALSE POSITIVE,,342.315407,12.476,719.7,3.15,304,6425,4.373,1.164
3961,9640962,K04177.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.089077224,2.705,152.7,1,1458,5118,4.547,0.83
3962,5097454,K04244.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.288066288,6.4616,10083,34.84,1310,5233,4.625,0.639
3963,12737015,K04245.01,,CANDIDATE,CANDIDATE,0.965,24.6683831,8.556,109.2,1.76,788,6059,4.151,1.554
3964,3663141,K07663.01,,FALSE POSITIVE,FALSE POSITIVE,0.016,2.31894284,5.321,66.5,0.87,1375,5780,4.438,1
3965,5177859,K04246.01,Kepler-1576 b,CONFIRMED,FALSE POSITIVE,0.364,6.98472143,2.724,90.7,1.19,1059,5839,4.279,1.227
3966,8482059,K04247.01,,FALSE POSITIVE,FALSE POSITIVE,,349.41047,15.02,652.8,2.41,253,5878,4.512,0.945
3967,4568117,K04248.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.562563871,1.591,34.6,0.69,2626,6577,4.381,1.145
3968,10342248,K04315.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.93373458,4.364,127.7,0.93,1573,5335,4.577,0.804
3969,9777290,K04316.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33251948,3.733,233.7,1.64,1751,5926,4.381,1.058
3970,8548427,K04317.01,,FALSE POSITIVE,FALSE POSITIVE,,168.84663,9.75,215.1,1.45,329,5897,4.489,0.992
3971,9286088,K04318.01,,CANDIDATE,CANDIDATE,0.938,14.8162925,4.973,108.2,1.57,912,6356,4.27,1.325
3972,6289344,K04319.01,,FALSE POSITIVE,FALSE POSITIVE,0,160.4122022,4.92,2538,4.45,270,5269,4.62,0.727
3973,6937529,K04382.02,,CANDIDATE,CANDIDATE,,3.98167088,3.609,44.7,0.79,1356,6484,4.377,1.173
3974,9883606,K04383.01,Kepler-1598 b,CONFIRMED,CANDIDATE,0.999,4.34195312,2.598,73.3,0.94,1236,6164,4.378,1.09
3975,5860968,K04384.01,Kepler-1599 b,CONFIRMED,CANDIDATE,0.997,122.358116,10.768,352.8,2.15,407,5998,4.324,1.139
3976,3645438,K04385.01,,CANDIDATE,CANDIDATE,1,7.298142,3.024,370.5,1.6,786,5119,4.508,0.834
3977,8480582,K04386.01,,CANDIDATE,CANDIDATE,0.967,18.5010898,3.179,421.1,1.62,555,5242,4.613,0.734
3978,5197233,K04178.01,,CANDIDATE,CANDIDATE,1,7.016016,3.8,169,1.72,1138,6642,4.39,1.136
3979,10936786,K04179.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.569961046,1.446,44.2,1.04,2743,5814,4.066,1.549
3980,7119481,K00566.03,,CANDIDATE,CANDIDATE,0.964,42.068554,5.723,186.3,1.32,541,6122,4.487,0.964
3981,6938264,K04180.01,,CANDIDATE,CANDIDATE,1,1.121634781,1.155,71.5,0.6,1225,4518,4.589,0.72
3982,9899315,K04181.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33256979,3.293,104.2,0.97,1692,6089,4.495,0.95
3983,9541089,K04182.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.536650896,4.702,273.2,18.45,2163,5819,4.494,0.881
3984,3650049,K04249.01,,FALSE POSITIVE,FALSE POSITIVE,0,397.73699,11.76,1131.5,3.05,211,5313,4.521,0.768
3985,8741470,K04251.01,,CANDIDATE,CANDIDATE,1,6.23968392,0.668,155.9,1.55,1060,5751,4.303,1.143
3986,11125613,K02485.02,Kepler-1254 c,CONFIRMED,CANDIDATE,0.998,3.60082855,1.938,296.3,1.36,927,4838,4.524,0.796
3987,10525049,K04252.01,,CANDIDATE,CANDIDATE,0.999,15.5714121,2.294,173.5,0.72,399,3872,4.714,0.557
3988,9896018,K02579.02,,CANDIDATE,CANDIDATE,0.98,3.59645081,2.661,149.6,1.66,1327,5887,4.292,1.235
3989,5095082,K04320.01,,CANDIDATE,CANDIDATE,0.554,20.6579443,8.798,98.2,1.27,728,5468,4.171,1.306
3990,12418891,K04321.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.760941405,1.773,186.6,1.18,1817,5629,4.553,0.87
3991,3839294,K07669.01,,FALSE POSITIVE,FALSE POSITIVE,0.409,137.665706,3.732,536.9,15.41,720,4832,2.953,6.897
3992,7698701,K04322.01,,FALSE POSITIVE,FALSE POSITIVE,,370.90237,10.558,545.8,1.97,238,5835,4.554,0.847
3993,7698701,K04322.02,,FALSE POSITIVE,FALSE POSITIVE,,321.55087,5.863,397,1.68,250,5835,4.554,0.847
3994,2830919,K04387.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.54038914,1.683,71.8,0.84,1638,5974,4.422,0.989
3995,9588822,K04388.01,,FALSE POSITIVE,FALSE POSITIVE,0,71.76236302,29.435,8591.9,25.76,665,5529,3.685,2.817
3996,2997459,K04389.01,,CANDIDATE,CANDIDATE,0.571,16.3368863,3.597,225.9,1.27,642,5410,4.49,0.859
3997,8330207,K04390.01,,CANDIDATE,CANDIDATE,1,1.63668262,1.907,921.7,103.99,2562,5234,3.436,3.739
